local_code,local_citation,status,candidate_codes,selected_code,selected_meaning_slp1,shared_selected_code,same_code_source_citation,same_code_source_gloss,candidate_assignment_count,candidate_meaning_status,accepted_lexical_transfer
01.0486,karba~,same_code_and_citation,01.0486,01.0486,gatO,False,karba~,gatO,1,single_gloss,False
01.0487,Karba~,same_code_and_citation,01.0487,01.0487,gatO,False,Karba~,gatO,1,single_gloss,False
01.0488,garba~,same_code_and_citation,01.0488,01.0488,gatO,False,garba~,gatO,1,single_gloss,False
01.0489,Sarba~,same_code_and_citation,01.0489,01.0489,gatO,False,Sarba~,gatO,1,single_gloss,False
01.0490,zarba~,same_code_and_citation,01.0490,01.0490,gatO,False,zarba~,gatO,1,single_gloss,False
01.0491,carba~,same_code_and_citation,01.0491,01.0491,gatO ardane ca,False,carba~,gatO ardane ca,2,enumerated_glosses,False
01.0492,kubi~,same_code_and_citation,01.0492,01.0492,CAdane AcCAdane ca,False,kubi~,CAdane AcCAdane ca,1,single_gloss,False
01.0493,lubi~,same_code_and_citation,01.0493,01.0493,ardane,False,lubi~,ardane,1,single_gloss,False
01.0494,tubi~,same_code_and_citation,01.0494,01.0494,ardane,False,tubi~,ardane,1,single_gloss,False
01.0495,cubi~,same_code_and_citation,01.0495,01.0495,vaktrasaMyoge,False,cubi~,vaktrasaMyoge,1,single_gloss,False
01.0496,zfBu~,same_code_and_citation,01.0496,01.0496,hiMsAyAm,False,zfBu~,hiMsAyAm,1,single_gloss,False
01.0497,zfmBu~,no_exact_same_gana_citation,,,,False,zfnBu~,hiMsAyAm,,no_selected_candidate,False
01.0498,ziBu~,same_code_and_citation,01.0498,01.0498,hiMsAyAm,False,ziBu~,hiMsAyAm,1,single_gloss,False
01.0499,zimBu~,no_exact_same_gana_citation,,,,False,zinBu~,hiMsAyAm,,no_selected_candidate,False
01.0500,SuBa~,same_code_and_citation,01.0500,01.0500,BAzaRe BAsane hiMsAyAM ca,False,SuBa~,BAzaRe BAsane hiMsAyAM ca,3,enumerated_glosses,False
01.0501,SumBa~,no_exact_same_gana_citation,,,,False,SunBa~,BAzaRe BAsane hiMsAyAM dIptO ca,,no_selected_candidate,False
01.0502,GiRi~\,same_code_and_citation,01.0502,01.0502,grahaRe,False,GiRi~\,grahaRe,1,single_gloss,False
01.0503,GuRi~\,same_code_and_citation,01.0503,01.0503,grahaRe,False,GuRi~\,grahaRe,1,single_gloss,False
01.0504,GfRi~\,same_code_and_citation,01.0504,01.0504,grahaRe,False,GfRi~\,grahaRe,1,single_gloss,False
01.0505,GuRa~\,same_code_and_citation,01.0505,01.0505,BramaRe,False,GuRa~\,BramaRe,1,single_gloss,False
01.0506,GUrRa~\,no_exact_same_gana_citation,,,,False,GurRa~\,BramaRe,,no_selected_candidate,False
01.0507,paRa~\,same_code_and_citation,01.0507,01.0507,vyavahAre stutO ca,False,paRa~\,vyavahAre stutO ca,2,enumerated_glosses,False
01.0508,pana~\,same_code_and_citation,01.0508,01.0508,vyavahAre stutO ca,False,pana~\,vyavahAre stutO ca,2,enumerated_glosses,False
01.0509,BAma~\,same_code_and_citation,01.0509,01.0509,kroDe,False,BAma~\,kroDe,1,single_gloss,False
01.0510,kzamU~\z,same_code_and_citation,01.0510,01.0510,sahane,False,kzamU~\z,sahane,1,single_gloss,False
01.0511,kamu~\,same_code_and_citation,01.0511,01.0511,kAntO,False,kamu~\,kAntO,1,single_gloss,False
01.0512,aRa~,same_code_and_citation,01.0512,01.0512,Sabde,False,aRa~,Sabde,1,single_gloss,False
01.0513,raRa~,same_code_and_citation,01.0513;01.0904,01.0513,Sabde,False,raRa~,Sabde,1,single_gloss,False
01.0514,vaRa~,same_code_and_citation,01.0514,01.0514,Sabde,False,vaRa~,Sabde,1,single_gloss,False
01.0515,BaRa~,same_code_and_citation,01.0515,01.0515,Sabde,False,BaRa~,Sabde,1,single_gloss,False
01.0516,maRa~,same_code_and_citation,01.0516,01.0516,Sabde,False,maRa~,Sabde,1,single_gloss,False
01.0517,kaRa~,same_code_and_citation,01.0517;01.0903,01.0517,Sabde,False,kaRa~,Sabde,1,single_gloss,False
01.0518,kvaRa~,same_code_and_citation,01.0518,01.0518,Sabde,False,kvaRa~,Sabde,1,single_gloss,False
01.0519,vraRa~,same_code_and_citation,01.0519,01.0519,Sabde,False,vraRa~,Sabde,1,single_gloss,False
01.0520,BraRa~,same_code_and_citation,01.0520,01.0520,Sabde,False,BraRa~,Sabde,1,single_gloss,False
01.0521,DvaRa~,same_code_and_citation,01.0521,01.0521,Sabde,False,DvaRa~,Sabde,1,single_gloss,False
01.0522,DaRa~,same_code_and_citation,01.0522,01.0522,Sabde,False,DaRa~,Sabde,1,single_gloss,False
01.0523,oRf~,same_code_and_citation,01.0523,01.0523,apanayane,False,oRf~,apanayane,1,single_gloss,False
01.0524,SoRf~,same_code_and_citation,01.0524,01.0524,varRagatyoH,False,SoRf~,varRagatyoH,2,enumerated_glosses,False
01.0525,SroRf~,same_code_and_citation,01.0525,01.0525,saNGAte,False,SroRf~,saNGAte,1,single_gloss,False
01.0526,SloRf~,same_code_and_citation,01.0526,01.0526,saNGAte,False,SloRf~,saNGAte,1,single_gloss,False
01.0527,pERf~,same_code_and_citation,01.0527,01.0527,gatipreraRaSlezaRezu,False,pERf~,gatipreraRaSlezaRezu,3,enumerated_glosses,False
01.0528,prERf~,same_code_and_citation,01.0528,01.0528,gatipreraRaSlezaRezu,False,prERf~,gatipreraRaSlezaRezu,3,enumerated_glosses,False
01.0529,DraRa~,same_code_and_citation,01.0529,01.0529,Sabde,False,DraRa~,Sabde,1,single_gloss,False
01.0530,baRa~,same_code_and_citation,01.0530,01.0530,Sabde,False,baRa~,Sabde,1,single_gloss,False
01.0531,kanI~,same_code_and_citation,01.0531,01.0531,dIptikAntigatizu,False,kanI~,dIptikAntigatizu,3,enumerated_glosses,False
01.0532,zwana~,same_code_and_citation,01.0532,01.0532,Sabde,False,zwana~,Sabde,1,single_gloss,False
01.0533,vana~,same_code_and_citation,01.0533;01.0534;01.0915,01.0533,Sabde,False,vana~,Sabde,1,single_gloss,False
01.0534,vana~,same_code_and_citation,01.0533;01.0534;01.0915,01.0534,samBaktO,False,vana~,samBaktO,1,single_gloss,False
01.0535,zana~,no_exact_same_gana_citation,,,,False,zaRa~,samBaktO,,no_selected_candidate,False
01.0536,ama~,same_code_and_citation,01.0536,01.0536,gatO Sabde samBaktO ca,False,ama~,gatO Sabde samBaktO ca,3,enumerated_glosses,False
01.0537,drama~,same_code_and_citation,01.0537,01.0537,gatO,False,drama~,gatO,1,single_gloss,False
01.0538,hamma~,same_code_and_citation,01.0538,01.0538,gatO,False,hamma~,gatO,1,single_gloss,False
01.0539,mImf~,same_code_and_citation,01.0539,01.0539,gatO Sabde ca,False,mImf~,gatO Sabde ca,2,enumerated_glosses,False
01.0540,camu~,same_code_and_citation,01.0540,01.0540,adane,True,camu~,adane,1,single_gloss,False
01.0541,camu~,unique_same_gana_citation_candidate,01.0540,01.0540,adane,True,Camu~,adane,1,single_gloss,False
01.0542,jamu~,same_code_and_citation,01.0542,01.0542,adane,False,jamu~,adane,1,single_gloss,False
01.0543,Jamu~,same_code_and_citation,01.0543,01.0543,adane,False,Jamu~,adane,1,single_gloss,False
01.0544,jimu~,same_code_and_citation,01.0544,01.0544,adane,False,jimu~,adane,1,single_gloss,False
01.0545,kramu~,same_code_and_citation,01.0545,01.0545,pAdavikzepe,False,kramu~,pAdavikzepe,1,single_gloss,False
01.0546,aya~\,same_code_and_citation,01.0546,01.0546,gatO,False,aya~\,gatO,1,single_gloss,False
01.0547,vaya~\,same_code_and_citation,01.0547,01.0547,gatO,False,vaya~\,gatO,1,single_gloss,False
01.0548,paya~\,same_code_and_citation,01.0548,01.0548,gatO,False,paya~\,gatO,1,single_gloss,False
01.0549,maya~\,same_code_and_citation,01.0549,01.0549,gatO,False,maya~\,gatO,1,single_gloss,False
01.0550,caya~\,same_code_and_citation,01.0550,01.0550,gatO,False,caya~\,gatO,1,single_gloss,False
01.0551,taya~\,same_code_and_citation,01.0551,01.0551,gatO,False,taya~\,gatO,1,single_gloss,False
01.0552,Raya~\,same_code_and_citation,01.0552,01.0552,gatO rakzaRe ca,False,Raya~\,gatO rakzaRe ca,2,enumerated_glosses,False
01.0553,daya~\,same_code_and_citation,01.0553,01.0553,dAnagatirakzaRahiMsA'dAnezu,False,daya~\,dAnagatirakzaRahiMsA'dAnezu,5,enumerated_glosses,False
01.0554,raya~\,same_code_and_citation,01.0554,01.0554,gatO,False,raya~\,gatO,1,single_gloss,False
01.0555,laya~\,no_exact_same_gana_citation,,,,False,yaya~\,gatO,,no_selected_candidate,False
01.0556,UyI~\,same_code_and_citation,01.0556,01.0556,tantusantAne,False,UyI~\,tantusantAne,1,single_gloss,False
01.0557,pUyI~\,same_code_and_citation,01.0557,01.0557,viSaraRe durganDe ca,False,pUyI~\,viSaraRe durganDe ca,2,enumerated_glosses,False
01.0558,knUyI~\,same_code_and_citation,01.0558,01.0558,Sabde undane ca,False,knUyI~\,Sabde undane ca,2,enumerated_glosses,False
01.0559,kzmAyI~\,same_code_and_citation,01.0559,01.0559,viDUnane,False,kzmAyI~\,viDUnane,1,single_gloss,False
01.0560,sPAyI~\,same_code_and_citation,01.0560,01.0560,vfdDO,False,sPAyI~\,vfdDO,1,single_gloss,False
01.0561,o~pyAyI~\,same_code_and_citation,01.0561,01.0561,vfdDO,False,o~pyAyI~\,vfdDO,1,single_gloss,False
01.0562,tAyf~\,same_code_and_citation,01.0562,01.0562,santAnapAlanayoH,False,tAyf~\,santAnapAlanayoH,2,enumerated_glosses,False
01.0563,Sala~\,same_code_and_citation,01.0563,01.0563,calanasaMvaraRayoH,False,Sala~\,calanasaMvaraRayoH,2,enumerated_glosses,False
01.0564,vala\,no_exact_same_gana_citation,,,,False,vala~\,saMvaraRe saYcaraRe ca,,no_selected_candidate,False
01.0565,valla~\,same_code_and_citation,01.0565,01.0565,saMvaraRe saYcaraRe ca,False,valla~\,saMvaraRe saYcaraRe ca,2,enumerated_glosses,False
01.0566,mala~\,same_code_and_citation,01.0566,01.0566,DAraRe,False,mala~\,DAraRe,1,single_gloss,False
01.0567,malla~\,same_code_and_citation,01.0567,01.0567,DAraRe,False,malla~\,DAraRe,1,single_gloss,False
01.0568,Bala~\,same_code_and_citation,01.0568,01.0568,pariBAzaRahiMsAdAnezu,False,Bala~\,pariBAzaRahiMsAdAnezu,3,enumerated_glosses,False
01.0569,Balla~\,same_code_and_citation,01.0569,01.0569,pariBAzaRahiMsAdAnezu,False,Balla~\,pariBAzaRahiMsAdAnezu,3,enumerated_glosses,False
01.0570,kala~\,same_code_and_citation,01.0570,01.0570,SabdasaNKyAnayoH,False,kala~\,SabdasaNKyAnayoH,2,enumerated_glosses,False
01.0571,kalla~\,same_code_and_citation,01.0571,01.0571,avyakte Sabde aSabde ca,False,kalla~\,avyakte Sabde aSabde ca,2,enumerated_glosses,False
01.0572,tevf~\,same_code_and_citation,01.0572,01.0572,devane,False,tevf~\,devane,1,single_gloss,False
01.0573,devf~\,same_code_and_citation,01.0573,01.0573,devane,False,devf~\,devane,1,single_gloss,False
01.0574,zevf~\,same_code_and_citation,01.0574,01.0574,sevane,False,zevf~\,sevane,1,single_gloss,False
01.0575,gevf~\,same_code_and_citation,01.0575,01.0575,sevane,False,gevf~\,sevane,1,single_gloss,False
01.0576,glevf~\,same_code_and_citation,01.0576,01.0576,sevane,False,glevf~\,sevane,1,single_gloss,False
01.0577,pevf~\,same_code_and_citation,01.0577,01.0577,sevane,False,pevf~\,sevane,1,single_gloss,False
01.0578,mevf~\,same_code_and_citation,01.0578,01.0578,sevane,False,mevf~\,sevane,1,single_gloss,False
01.0579,mlevf~\,same_code_and_citation,01.0579,01.0579,sevane,False,mlevf~\,sevane,1,single_gloss,False
01.0580,Sevf~\,same_code_and_citation,01.0580,01.0580,sevane,False,Sevf~\,sevane,1,single_gloss,False
01.0581,Kevf~\,same_code_and_citation,01.0581,01.0581,sevane,False,Kevf~\,sevane,1,single_gloss,False
01.0582,plevf~\,same_code_and_citation,01.0582,01.0582,sevane,False,plevf~\,sevane,1,single_gloss,False
01.0583,kevf~\,same_code_and_citation,01.0583,01.0583,sevane,False,kevf~\,sevane,1,single_gloss,False
01.0584,revf~\,same_code_and_citation,01.0584,01.0584,plavagatO,False,revf~\,plavagatO,1,single_gloss,False
01.0585,mavya~,same_code_and_citation,01.0585,01.0585,banDane,False,mavya~,banDane,1,single_gloss,False
01.0586,zUrkzya~,no_exact_same_gana_citation,,,,False,sUrkzya~,IrzyAyAm,,no_selected_candidate,False
01.0587,Irkzya~,same_code_and_citation,01.0587,01.0587,IrzyAyAm,False,Irkzya~,IrzyAyAm,1,single_gloss,False
01.0588,Irzya~,same_code_and_citation,01.0588,01.0588,IrzyAyAm,False,Irzya~,IrzyAyAm,1,single_gloss,False
01.0589,haya~,same_code_and_citation,01.0589,01.0589,gatO,False,haya~,gatO,1,single_gloss,False
01.0590,Sucya~,same_code_and_citation,01.0590,01.0590,aBizave,False,Sucya~,aBizave,1,single_gloss,False
01.0591,cucya~,same_code_and_citation,01.0591,01.0591,aBizave,False,cucya~,aBizave,1,single_gloss,False
01.0592,harya~,same_code_and_citation,01.0592,01.0592,gatikAntyoH,False,harya~,gatikAntyoH,2,enumerated_glosses,False
01.0593,ala~,same_code_and_citation,01.0593,01.0593,BUzaRaparyAptivAraRezu,False,ala~,BUzaRaparyAptivAraRezu,3,enumerated_glosses,False
01.0594,YiPalA~,same_code_and_citation,01.0594,01.0594,viSaraRe,False,YiPalA~,viSaraRe,1,single_gloss,False
01.0595,mIla~,same_code_and_citation,01.0595,01.0595,nimezaRe,False,mIla~,nimezaRe,1,single_gloss,False
01.0596,SmIla~,same_code_and_citation,01.0596,01.0596,nimezaRe,False,SmIla~,nimezaRe,1,single_gloss,False
01.0597,smIla~,same_code_and_citation,01.0597,01.0597,nimezaRe,False,smIla~,nimezaRe,1,single_gloss,False
01.0598,kzmIla~,same_code_and_citation,01.0598,01.0598,nimezaRe,False,kzmIla~,nimezaRe,1,single_gloss,False
01.0599,pIla~,same_code_and_citation,01.0599,01.0599,pratizwamBe,False,pIla~,pratizwamBe,1,single_gloss,False
01.0600,RIla~,same_code_and_citation,01.0600,01.0600,varRe,False,RIla~,varRe,1,single_gloss,False
01.0601,SIla~,same_code_and_citation,01.0601,01.0601,samADO,False,SIla~,samADO,1,single_gloss,False
01.0602,kIla~,same_code_and_citation,01.0602,01.0602,banDane,False,kIla~,banDane,1,single_gloss,False
01.0603,kUla~,same_code_and_citation,01.0603,01.0603,AvaraRe,False,kUla~,AvaraRe,1,single_gloss,False
01.0604,SUla~,same_code_and_citation,01.0604,01.0604,rujAyAM saNGAte saNkoze ca,False,SUla~,rujAyAM saNGAte saNkoze ca,3,enumerated_glosses,False
01.0605,tUla~,same_code_and_citation,01.0605,01.0605,nizkarze,False,tUla~,nizkarze,1,single_gloss,False
01.0606,pUla~,same_code_and_citation,01.0606,01.0606,saNGAte,False,pUla~,saNGAte,1,single_gloss,False
01.0607,mUla~,same_code_and_citation,01.0607,01.0607,pratizWAyAm,False,mUla~,pratizWAyAm,1,single_gloss,False
01.0608,Pala~,same_code_and_citation,01.0608,01.0608,nizpattO,False,Pala~,nizpattO,1,single_gloss,False
01.0609,culla~,same_code_and_citation,01.0609,01.0609,BAvakaraRe,False,culla~,BAvakaraRe,1,single_gloss,False
01.0610,Pulla~,same_code_and_citation,01.0610,01.0610,vikasane,False,Pulla~,vikasane,1,single_gloss,False
01.0611,cilla~,same_code_and_citation,01.0611,01.0611,SETilye BAvakaraRe ca,False,cilla~,SETilye BAvakaraRe ca,2,enumerated_glosses,False
01.0612,tila~,same_code_and_citation,01.0612,01.0612,gatO,False,tila~,gatO,1,single_gloss,False
01.0613,tilla~,same_code_and_citation,01.0613,01.0613,gatO,False,tilla~,gatO,1,single_gloss,False
01.0614,velf~,same_code_and_citation,01.0614,01.0614,calane,False,velf~,calane,1,single_gloss,False
01.0615,celf~,same_code_and_citation,01.0615,01.0615,calane,False,celf~,calane,1,single_gloss,False
01.0616,kelf~,same_code_and_citation,01.0616,01.0616,calane,False,kelf~,calane,1,single_gloss,False
01.0617,Kelf~,same_code_and_citation,01.0617,01.0617,calane,False,Kelf~,calane,1,single_gloss,False
01.0618,kzvelf~,same_code_and_citation,01.0618,01.0618,calane,False,kzvelf~,calane,1,single_gloss,False
01.0619,vella~,same_code_and_citation,01.0619,01.0619,calane,False,vella~,calane,1,single_gloss,False
01.0621,pelf~,same_code_and_citation,01.0621,01.0621,gatO,False,pelf~,gatO,1,single_gloss,False
01.0622,Pelf~,same_code_and_citation,01.0622,01.0622,gatO,False,Pelf~,gatO,1,single_gloss,False
01.0623,Self~,same_code_and_citation,01.0623,01.0623,gatO,False,Self~,gatO,1,single_gloss,False
01.0624,zelf~,same_code_and_citation,01.0624,01.0624,gatO,False,zelf~,gatO,1,single_gloss,False
01.0625,sKala~,same_code_and_citation,01.0625,01.0625,saYcalane,False,sKala~,saYcalane,1,single_gloss,False
01.0626,Kala~,same_code_and_citation,01.0626,01.0626,saYcaye calane ca,False,Kala~,saYcaye calane ca,2,enumerated_glosses,False
01.0627,gala~,same_code_and_citation,01.0627,01.0627,adane sravaRe ca,False,gala~,adane sravaRe ca,2,enumerated_glosses,False
01.0628,zala~,same_code_and_citation,01.0628,01.0628,gatO,False,zala~,gatO,1,single_gloss,False
01.0629,dala~,same_code_and_citation,01.0629,01.0629,viSaraRe vidAraRe ca,False,dala~,viSaraRe vidAraRe ca,2,enumerated_glosses,False
01.0630,Svala~,same_code_and_citation,01.0630,01.0630,ASugamane,False,Svala~,ASugamane,1,single_gloss,False
